video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified
7038513327965834498,2021-12-06T12:06:30,26,RU,427100,6872,2791,3500000,Петербург🌲❄️☃️ #winter #atmosphere #xmas #snow #saintpetersburg #санктпетербург #зима #fyp #питер #newyear #рек #снег #МагнитНаЛёд,False,,katesmemories,Kate,,,,,,False
